purple_taupe,"Purple Taupe",#50404d
purple_x11,"Purple (X11)",#a020f0
quartz,"Quartz",#51484f
rackley,"Rackley",#5d8aa8
radical_red,"Radical Red",#ff355e
rajah,"Rajah",#fbab60
raspberry,"Raspberry",#e30b5d
raspberry_glace,"Raspberry Glace",#915f6d
raspberry_pink,"Raspberry Pink",#e25098
raspberry_rose,"Raspberry Rose",#b3446c
raw_umber,"Raw Umber",#826644
razzle_dazzle_rose,"Razzle Dazzle Rose",#f3c
razzmatazz,"Razzmatazz",#e3256b
red,"Red",#f00
red_brown,"Red-Brown",#a52a2a
red_devil,"Red Devil",#860111
red_munsell,"Red (Munsell)",#f2003c
red_ncs,"Red (Ncs)",#c40233
red_orange,"Red-Orange",#ff5349
red_pigment,"Red (Pigment)",#ed1c24
red_ryb,"Red (Ryb)",#fe2712
red_violet,"Red-Violet",#c71585
redwood,"Redwood",#ab4e52
regalia,"Regalia",#522d80
resolution_blue,"Resolution Blue",#002387
rich_black,"Rich Black",#004040
rich_brilliant_lavender,"Rich Brilliant Lavender",#f1a7fe
rich_carmine,"Rich Carmine",#d70040
rich_electric_blue,"Rich Electric Blue",#0892d0
rich_lavender,"Rich Lavender",#a76bcf
rich_lilac,"Rich Lilac",#b666d2
rich_maroon,"Rich Maroon",#b03060
rifle_green,"Rifle Green",#414833
robin_egg_blue,"Robin Egg Blue",#0cc
rose,"Rose",#ff007f
rose_bonbon,"Rose Bonbon",#f9429e
rose_ebony,"Rose Ebony",#674846
rose_gold,"Rose Gold",#b76e79
rose_madder,"Rose Madder",#e32636
rose_pink,"Rose Pink",#f6c
rose_quartz,"Rose Quartz",#aa98a9
rose_taupe,"Rose Taupe",#905d5d
rose_vale,"Rose Vale",#ab4e52
rosewood,"Rosewood",#65000b
rosso_corsa,"Rosso Corsa",#d40000
rosy_brown,"Rosy Brown",#bc8f8f
royal_azure,"Royal Azure",#0038a8
royal_blue_traditional,"Royal Blue (Traditional)",#002366
royal_blue_web,"Royal Blue (Web)",#4169e1
royal_fuchsia,"Royal Fuchsia",#ca2c92
royal_purple,"Royal Purple",#7851a9
royal_yellow,"Royal Yellow",#fada5e
rubine_red,"Rubine Red",#d10056
ruby,"Ruby",#e0115f
ruby_red,"Ruby Red",#9b111e
ruddy,"Ruddy",#ff0028
ruddy_brown,"Ruddy Brown",#bb6528
ruddy_pink,"Ruddy Pink",#e18e96
rufous,"Rufous",#a81c07
russet,"Russet",#80461b
rust,"Rust",#b7410e
rusty_red,"Rusty Red",#da2c43
sacramento_state_green,"Sacramento State Green",#00563f
saddle_brown,"Saddle Brown",#8b4513
safety_orange_blaze_orange,"Safety Orange (Blaze Orange)",#ff6700
saffron,"Saffron",#f4c430
salmon,"Salmon",#ff8c69
salmon_pink,"Salmon Pink",#ff91a4
sand,"Sand",#c2b280
sand_dune,"Sand Dune",#967117
sandstorm,"Sandstorm",#ecd540
sandy_brown,"Sandy Brown",#f4a460
sandy_brown_alt,"Sandy Brown (alt)",#f38266
sandy_taupe,"Sandy Taupe",#967117
sangria,"Sangria",#92000a
sap_green,"Sap Green",#507d2a
sapphire,"Sapphire",#0f52ba
sapphire_blue,"Sapphire Blue",#0067a5
satin_sheen_gold,"Satin Sheen Gold",#cba135
scarlet,"Scarlet",#ff2400
scarlet_crayola,"Scarlet (Crayola)",#fd0e35
school_bus_yellow,"School Bus Yellow",#ffd800
screamin_green,"Screamin' Green",#76ff7a
sea_blue,"Sea Blue",#006994
sea_green,"Sea Green",#2e8b57
seal_brown,"Seal Brown",#321414
seashell,"Seashell",#fff5ee
selective_yellow,"Selective Yellow",#ffba00
sepia,"Sepia",#704214
shadow,"Shadow",#8a795d
shamrock_green,"Shamrock Green",#009e60
shocking_pink,"Shocking Pink",#fc0fc0
shocking_pink_crayola,"Shocking Pink (Crayola)",#ff6fff
sienna,"Sienna",#882d17
silver,"Silver",#c0c0c0
sinopia,"Sinopia",#cb410b
skobeloff,"Skobeloff",#007474
sky_blue,"Sky Blue",#87ceeb
sky_magenta,"Sky Magenta",#cf71af
slate_blue,"Slate Blue",#6a5acd
slate_gray,"Slate Gray",#708090
slate_gray_alt,"Slate Gray (alt)",#7a8691
smalt_dark_powder_blue,"Smalt (Dark Powder Blue)",#039
smokey_topaz,"Smokey Topaz",#933d41
smoky_black,"Smoky Black",#100c08
snow,"Snow",#fffafa
spiro_disco_ball,"Spiro Disco Ball",#0fc0fc
spring_bud,"Spring Bud",#a7fc00
spring_green,"Spring Green",#00ff7f
st_patrick_s_blue,"St. Patrick'S Blue",#23297a
steel_blue,"Steel Blue",#4682b4
steel_gray,"Steel Gray",#211f2c
stil_de_grain_yellow,"Stil De Grain Yellow",#fada5e
stizza,"Stizza",#900
stormcloud,"Stormcloud",#4f666a
straw,"Straw",#e4d96f
sunglow,"Sunglow",#fc3
sunset,"Sunset",#fad6a5
tan,"Tan",#d2b48c
tangelo,"Tangelo",#f94d00
tangerine,"Tangerine",#f28500
tangerine_yellow,"Tangerine Yellow",#fc0
tango_pink,"Tango Pink",#e4717a
taupe,"Taupe",#483c32
taupe_gray,"Taupe Gray",#8b8589
tea_green,"Tea Green",#d0f0c0
tea_rose_orange,"Tea Rose (Orange)",#f88379
tea_rose_rose,"Tea Rose (Rose)",#f4c2c2
teal,"Teal",#008080
teal_blue,"Teal Blue",#367588
teal_green,"Teal Green",#00827f
telemagenta,"Telemagenta",#cf3476
tenn_tawny,"Tenné (Tawny)",#cd5700
terra_cotta,"Terra Cotta",#e2725b
thistle,"Thistle",#d8bfd8
thulian_pink,"Thulian Pink",#de6fa1
thunder_cloud,"Thunder Cloud",#505160
tickle_me_pink,"Tickle Me Pink",#fc89ac
tiffany_blue,"Tiffany Blue",#0abab5
tiger_s_eye,"Tiger'S Eye",#e08d3c
timberwolf,"Timberwolf",#dbd7d2
titanium_yellow,"Titanium Yellow",#eee600
tomato,"Tomato",#ff6347
toolbox,"Toolbox",#746cc0
topaz,"Topaz",#ffc87c
tractor_red,"Tractor Red",#fd0e35
trolley_grey,"Trolley Grey",#808080
tropical_rain_forest,"Tropical Rain Forest",#00755e
true_blue,"True Blue",#0073cf
tufts_blue,"Tufts Blue",#417dc1
tumbleweed,"Tumbleweed",#deaa88
turkish_rose,"Turkish Rose",#b57281
turquoise,"Turquoise",#30d5c8
turquoise_blue,"Turquoise Blue",#00ffef
turquoise_green,"Turquoise Green",#a0d6b4
tuscan_red,"Tuscan Red",#7c4848
twilight_lavender,"Twilight Lavender",#8a496b
tyrian_purple,"Tyrian Purple",#66023c
ua_blue,"Ua Blue",#03a
ua_red,"Ua Red",#d9004c
ube,"Ube",#8878c3
ucla_blue,"Ucla Blue",#536895
ucla_gold,"Ucla Gold",#ffb300
ufo_green,"Ufo Green",#3cd070
ultra_pink,"Ultra Pink",#ff6fff
ultramarine,"Ultramarine",#120a8f
ultramarine_blue,"Ultramarine Blue",#4166f5
umber,"Umber",#635147
unbleached_silk,"Unbleached Silk",#ffddca
united_nations_blue,"United Nations Blue",#5b92e5
university_of_california_gold,"University Of California Gold",#b78727
unmellow_yellow,"Unmellow Yellow",#ff6
up_forest_green,"Up Forest Green",#014421
up_maroon,"Up Maroon",#7b1113
upsdell_red,"Upsdell Red",#ae2029
urobilin,"Urobilin",#e1ad21
usafa_blue,"Usafa Blue",#004f98
usc_cardinal,"Usc Cardinal",#900
usc_gold,"Usc Gold",#fc0
utah_crimson,"Utah Crimson",#d3003f
vanilla,"Vanilla",#f3e5ab
vegas_gold,"Vegas Gold",#c5b358
venetian_red,"Venetian Red",#c80815
verdigris,"Verdigris",#43b3ae
vermilion_cinnabar,"Vermilion (Cinnabar)",#e34234
vermilion_plochere,"Vermilion (Plochere)",#d9603b
veronica,"Veronica",#a020f0
violet,"Violet",#8f00ff
violet_blue,"Violet-Blue",#324ab2
violet_color_wheel,"Violet (Color Wheel)",#7f00ff
violet_ryb,"Violet (Ryb)",#8601af
violet_web,"Violet (Web)",#ee82ee
viridian,"Viridian",#40826d
vin_rouge,"Vin Rouge",#933869
vivid_auburn,"Vivid Auburn",#922724
vivid_burgundy,"Vivid Burgundy",#9f1d35
vivid_cerise,"Vivid Cerise",#da1d81
vivid_tangerine,"Vivid Tangerine",#ffa089
vivid_violet,"Vivid Violet",#9f00ff
warm_black,"Warm Black",#004242
waterfall,"Waterfall",#68829e
waterspout,"Waterspout",#a4f4f9
wenge,"Wenge",#645452
wheat,"Wheat",#f5deb3
white,"White",#fff
white_smoke,"White Smoke",#f5f5f5
wild_blue_yonder,"Wild Blue Yonder",#a2add0
wild_strawberry,"Wild Strawberry",#ff43a4
wild_watermelon,"Wild Watermelon",#fc6c85
wine,"Wine",#722f37
wine_dregs,"Wine Dregs",#673147
wisteria,"Wisteria",#c9a0dc
wood_brown,"Wood Brown",#c19a6b
xanadu,"Xanadu",#738678
yale_blue,"Yale Blue",#0f4d92
yellow,"Yellow",#ff0
yellow_green,"Yellow-Green",#9acd32
yellow_munsell,"Yellow (Munsell)",#efcc00
yellow_ncs,"Yellow (Ncs)",#ffd300
yellow_orange,"Yellow Orange",#ffae42
yellow_process,"Yellow (Process)",#ffef00
yellow_ryb,"Yellow (Ryb)",#fefe33
zaffre,"Zaffre",#0014a8
zest,"Zest",#df7b20
zinnwaldite_brown,"Zinnwaldite Brown",#2c1608
